>>> Hostname is uaf-10.t2.ucsd.edu
inputs : /home/users/joytzphysics//ttdilep/output0.root

                                                                                                    
RooUtil:: Adding /home/users/joytzphysics//ttdilep/output0.root

                                                                                                    
RooUtil:: Start EventLooping

                                                                                                    
RooUtil:: System info:
uaf-10.t2.ucsd.edu
Linux uaf-10.t2.ucsd.edu 5.14.13-1.el7.elrepo.x86_64 #1 SMP Fri Oct 15 13:26:13 EDT 2021 x86_64 x86_64 x86_64 GNU/Linux
Fri Jul 29 18:55:29 PDT 2022
joytzphysics
/home/users/joytzphysics/NanoLooper

                                                                                                    
RooUtil::  _

                                                                                                    
RooUtil:: /\\

                                                                                                    
RooUtil:: \ \\  \__/ \__/

                                                                                                    
RooUtil::  \ \\ (oo) (oo)  Here we come!

                                                                                                    
RooUtil::   \_\\/~~\_/~~\_

                                                                                                    
RooUtil::  _.-~===========~-._

                                                                                                    
RooUtil:: (___________________)

                                                                                                    
RooUtil::       \_______/

                                                                                                    
RooUtil:: 

                                                                                                    
RooUtil::  Your friendly aliens

                                                                                                    
RooUtil::      Surf & Turf

                                                                                                    
RooUtil:: 

                                                                                                    
RooUtil:: Total Events in this Chain to process = 1675664

                                                                                                    
RooUtil:: TTreeCache enabled

                                                                                                    
RooUtil:: Looping /home/users/joytzphysics//ttdilep/output0.root/TTree:Events
RooUtil:: \|....................| 0.0 % (433/1675664) with  [146 Hz]   ETA 03:10:26         
RooUtil:: ||....................| 0.0 % (451/1675664) with  [152 Hz]   ETA 03:02:49         
RooUtil:: /|....................| 0.0 % (466/1675664) with  [157 Hz]   ETA 02:56:56         
RooUtil:: -|....................| 0.0 % (481/1675664) with  [162 Hz]   ETA 02:51:25         
RooUtil:: \|....................| 0.0 % (496/1675664) with  [167 Hz]   ETA 02:46:14         
RooUtil:: ||....................| 0.0 % (511/1675664) with  [173 Hz]   ETA 02:41:21         
RooUtil:: /|....................| 0.0 % (526/1675664) with  [178 Hz]   ETA 02:36:45         
RooUtil:: -|....................| 0.0 % (541/1675664) with  [183 Hz]   ETA 02:32:24         
RooUtil:: \|....................| 0.0 % (556/1675664) with  [188 Hz]   ETA 02:28:18         
RooUtil:: ||....................| 0.0 % (571/1675664) with  [193 Hz]   ETA 02:24:24         
RooUtil:: /|....................| 0.0 % (586/1675664) with  [198 Hz]   ETA 02:20:42         
RooUtil:: -|....................| 0.0 % (601/1675664) with  [203 Hz]   ETA 02:17:12         
RooUtil:: \|....................| 0.0 % (616/1675664) with  [208 Hz]   ETA 02:13:52         
RooUtil:: ||....................| 0.0 % (631/1675664) with  [213 Hz]   ETA 02:10:41         
RooUtil:: /|....................| 0.0 % (646/1675664) with  [218 Hz]   ETA 02:07:39         
RooUtil:: -|....................| 0.0 % (661/1675664) with  [223 Hz]   ETA 02:04:46         
RooUtil:: \|....................| 0.0 % (676/1675664) with  [228 Hz]   ETA 02:02:00         
RooUtil:: ||....................| 0.0 % (691/1675664) with  [233 Hz]   ETA 01:59:21         
RooUtil:: /|....................| 0.0 % (706/1675664) with  [238 Hz]   ETA 01:56:49         
RooUtil:: ||....................| 1.7 % (29233/1675664) with  [6960 Hz]   ETA 00:03:56         
RooUtil:: /|....................| 1.7 % (29254/1675664) with  [6964 Hz]   ETA 00:03:56         
RooUtil:: -|....................| 1.8 % (30647/1675664) with  [7201 Hz]   ETA 00:03:48         
RooUtil:: \|....................| 1.9 % (31703/1675664) with  [7363 Hz]   ETA 00:03:43         
RooUtil:: ||....................| 1.9 % (32407/1675664) with  [7484 Hz]   ETA 00:03:39         
RooUtil:: /|....................| 2.0 % (32935/1675664) with  [7548 Hz]   ETA 00:03:37         
RooUtil:: -|....................| 2.0 % (33221/1675664) with  [7607 Hz]   ETA 00:03:35         
RooUtil:: \|....................| 2.0 % (33485/1675664) with  [7661 Hz]   ETA 00:03:34         
RooUtil:: ||....................| 2.0 % (33727/1675664) with  [7684 Hz]   ETA 00:03:33         
RooUtil:: /|....................| 2.0 % (33815/1675664) with  [7702 Hz]   ETA 00:03:33         
RooUtil:: -|....................| 2.0 % (33903/1675664) with  [7717 Hz]   ETA 00:03:32         
RooUtil:: \|....................| 2.0 % (33969/1675664) with  [7730 Hz]   ETA 00:03:32         
RooUtil:: ||....................| 2.0 % (34035/1675664) with  [7743 Hz]   ETA 00:03:31         
RooUtil:: /|....................| 2.0 % (34079/1675664) with  [7752 Hz]   ETA 00:03:31         
RooUtil:: -|....................| 2.0 % (34123/1675664) with  [7761 Hz]   ETA 00:03:31         
RooUtil:: \|....................| 2.0 % (34167/1675664) with  [7770 Hz]   ETA 00:03:31         
RooUtil:: ||....................| 2.0 % (34211/1675664) with  [7779 Hz]   ETA 00:03:30         
RooUtil:: /|....................| 2.0 % (34233/1675664) with  [7784 Hz]   ETA 00:03:30         
RooUtil:: -|....................| 2.0 % (34255/1675664) with  [7788 Hz]   ETA 00:03:30         
RooUtil:: \|....................| 2.0 % (34277/1675664) with  [7793 Hz]   ETA 00:03:30         
RooUtil:: ||....................| 2.0 % (34299/1675664) with  [7797 Hz]   ETA 00:03:30         
RooUtil:: /|....................| 2.0 % (34321/1675664) with  [7802 Hz]   ETA 00:03:30         
RooUtil:: -|....................| 2.0 % (34343/1675664) with  [7806 Hz]   ETA 00:03:30         
RooUtil:: \|....................| 2.1 % (34365/1675664) with  [7810 Hz]   ETA 00:03:30         
RooUtil:: ||....................| 2.1 % (34387/1675664) with  [7809 Hz]   ETA 00:03:30         
RooUtil:: /|....................| 2.1 % (35927/1675664) with  [8027 Hz]   ETA 00:03:24         
RooUtil:: -|....................| 2.2 % (36939/1675664) with  [8156 Hz]   ETA 00:03:20         
RooUtil:: \|....................| 2.2 % (37537/1675664) with  [8246 Hz]   ETA 00:03:18         
RooUtil:: ||....................| 2.3 % (37951/1675664) with  [8323 Hz]   ETA 00:03:16         
RooUtil:: /|....................| 2.3 % (38296/1675664) with  [8390 Hz]   ETA 00:03:15         
RooUtil:: -|....................| 2.3 % (38618/1675664) with  [8450 Hz]   ETA 00:03:13         
RooUtil:: \|....................| 2.3 % (38894/1675664) with  [8503 Hz]   ETA 00:03:12         
RooUtil:: ||....................| 2.3 % (39124/1675664) with  [8522 Hz]   ETA 00:03:12         
RooUtil:: /|....................| 2.3 % (39216/1675664) with  [8540 Hz]   ETA 00:03:11         
RooUtil:: -|....................| 2.3 % (39308/1675664) with  [8557 Hz]   ETA 00:03:11         
RooUtil:: \|....................| 2.3 % (39377/1675664) with  [8510 Hz]   ETA 00:03:12         
RooUtil:: ||....................| 2.4 % (40873/1675664) with  [8734 Hz]   ETA 00:03:07         
RooUtil:: /|....................| 2.5 % (41929/1675664) with  [8875 Hz]   ETA 00:03:04         
RooUtil:: -|....................| 2.5 % (42625/1675664) with  [9002 Hz]   ETA 00:03:01         
RooUtil:: \|....................| 2.6 % (43225/1675664) with  [9108 Hz]   ETA 00:02:59         
RooUtil:: ||....................| 2.6 % (43729/1675664) with  [9111 Hz]   ETA 00:02:59         
RooUtil:: /|....................| 2.6 % (43753/1675664) with  [9115 Hz]   ETA 00:02:59         
RooUtil:: -|....................| 2.6 % (43777/1675664) with  [9119 Hz]   ETA 00:02:58         
RooUtil:: \|....................| 2.7 % (45601/1675664) with  [9370 Hz]   ETA 00:02:53         
RooUtil:: ||....................| 2.8 % (46876/1675664) with  [9554 Hz]   ETA 00:02:50         
RooUtil:: /|....................| 2.9 % (47776/1675664) with  [9602 Hz]   ETA 00:02:49         
RooUtil:: -|....................| 2.9 % (48026/1675664) with  [9644 Hz]   ETA 00:02:48         
RooUtil:: \|....................| 2.9 % (48226/1675664) with  [9652 Hz]   ETA 00:02:48         
RooUtil:: ||....................| 2.9 % (48276/1675664) with  [9660 Hz]   ETA 00:02:48         
RooUtil:: /|....................| 2.9 % (48326/1675664) with  [9669 Hz]   ETA 00:02:48         
RooUtil:: -|....................| 2.9 % (48351/1675664) with  [9673 Hz]   ETA 00:02:48         
RooUtil:: \|....................| 2.9 % (48376/1675664) with  [9678 Hz]   ETA 00:02:48         
RooUtil:: ||....................| 2.9 % (48401/1675664) with  [9682 Hz]   ETA 00:02:48         
RooUtil:: /|....................| 2.9 % (48426/1675664) with  [9686 Hz]   ETA 00:02:47         
RooUtil:: -|....................| 2.9 % (48451/1675664) with  [9691 Hz]   ETA 00:02:47         
RooUtil:: \|....................| 2.9 % (48476/1675664) with  [9695 Hz]   ETA 00:02:47         
RooUtil:: ||....................| 2.9 % (48501/1675664) with  [9672 Hz]   ETA 00:02:48         
RooUtil:: /|....................| 3.0 % (50311/1675664) with  [9972 Hz]   ETA 00:02:42         
RooUtil:: -|....................| 3.1 % (51871/1675664) with  [10082 Hz]   ETA 00:02:41         
RooUtil:: \|....................| 3.1 % (52443/1675664) with  [10150 Hz]   ETA 00:02:39         
RooUtil:: ||....................| 3.2 % (52807/1675664) with  [10177 Hz]   ETA 00:02:39         
RooUtil:: /|....................| 3.2 % (52937/1675664) with  [10198 Hz]   ETA 00:02:39         
RooUtil:: -|....................| 3.2 % (53041/1675664) with  [10216 Hz]   ETA 00:02:38         
RooUtil:: \|....................| 3.2 % (53145/1675664) with  [10233 Hz]   ETA 00:02:38         
RooUtil:: ||....................| 3.2 % (53223/1675664) with  [10245 Hz]   ETA 00:02:38         
RooUtil:: /|....................| 3.2 % (53301/1675664) with  [10258 Hz]   ETA 00:02:38         
RooUtil:: -|....................| 3.2 % (53353/1675664) with  [10267 Hz]   ETA 00:02:38         
RooUtil:: \|....................| 3.2 % (53405/1675664) with  [10275 Hz]   ETA 00:02:37         
RooUtil:: ||....................| 3.2 % (53457/1675664) with  [10284 Hz]   ETA 00:02:37         
RooUtil:: /|....................| 3.2 % (53483/1675664) with  [10288 Hz]   ETA 00:02:37         
RooUtil:: -|....................| 3.2 % (53509/1675664) with  [10293 Hz]   ETA 00:02:37         
RooUtil:: \|....................| 3.2 % (53535/1675664) with  [10297 Hz]   ETA 00:02:37         
RooUtil:: ||....................| 3.2 % (53561/1675664) with  [10301 Hz]   ETA 00:02:37         
RooUtil:: /|....................| 3.2 % (53587/1675664) with  [10305 Hz]   ETA 00:02:37         
RooUtil:: -|....................| 3.2 % (53613/1675664) with  [10310 Hz]   ETA 00:02:37         
RooUtil:: \|....................| 3.2 % (53639/1675664) with  [10314 Hz]   ETA 00:02:37         
RooUtil:: ||....................| 3.3 % (55702/1675664) with  [10501 Hz]   ETA 00:02:34         
RooUtil:: /|....................| 3.4 % (56728/1675664) with  [10622 Hz]   ETA 00:02:32         
RooUtil:: -|....................| 3.4 % (57376/1675664) with  [10698 Hz]   ETA 00:02:31         
RooUtil:: \|....................| 3.4 % (57781/1675664) with  [10756 Hz]   ETA 00:02:30         
RooUtil:: ||....................| 3.5 % (58105/1675664) with  [10808 Hz]   ETA 00:02:29         
RooUtil:: /|....................| 3.5 % (58375/1675664) with  [10851 Hz]   ETA 00:02:29         
RooUtil:: -|....................| 3.5 % (58618/1675664) with  [10862 Hz]   ETA 00:02:28         
RooUtil:: \|....................| 3.5 % (58672/1675664) with  [10871 Hz]   ETA 00:02:28         
RooUtil:: ||....................| 3.5 % (58726/1675664) with  [10879 Hz]   ETA 00:02:28         
RooUtil:: /|....................| 3.5 % (58753/1675664) with  [10884 Hz]   ETA 00:02:28         
RooUtil:: -|....................| 3.5 % (58780/1675664) with  [10888 Hz]   ETA 00:02:28         
RooUtil:: \|....................| 3.5 % (58807/1675664) with  [10892 Hz]   ETA 00:02:28         
RooUtil:: ||....................| 3.5 % (58834/1675664) with  [10896 Hz]   ETA 00:02:28         
RooUtil:: /|....................| 3.5 % (58861/1675664) with  [10901 Hz]   ETA 00:02:28         
RooUtil:: -|....................| 3.5 % (58888/1675664) with  [10905 Hz]   ETA 00:02:28         
RooUtil:: \|....................| 3.5 % (58915/1675664) with  [10909 Hz]   ETA 00:02:28         
RooUtil:: ||....................| 3.6 % (61097/1675664) with  [11024 Hz]   ETA 00:02:26         
RooUtil:: /|....................| 3.7 % (61741/1675664) with  [11120 Hz]   ETA 00:02:25         
RooUtil:: -|....................| 3.7 % (62301/1675664) with  [11203 Hz]   ETA 00:02:24         
RooUtil:: \|....................| 3.7 % (62749/1675664) with  [11243 Hz]   ETA 00:02:23         
RooUtil:: ||....................| 3.8 % (62973/1675664) with  [11277 Hz]   ETA 00:02:23         
RooUtil:: /|....................| 3.8 % (63169/1675664) with  [11304 Hz]   ETA 00:02:22         
RooUtil:: -|....................| 3.8 % (63309/1675664) with  [11324 Hz]   ETA 00:02:22         
RooUtil:: \|....................| 3.8 % (63421/1675664) with  [11341 Hz]   ETA 00:02:22         
RooUtil:: ||....................| 3.8 % (63533/1675664) with  [11358 Hz]   ETA 00:02:21         
RooUtil:: /|....................| 3.8 % (63617/1675664) with  [11371 Hz]   ETA 00:02:21         
RooUtil:: -|....................| 3.8 % (63701/1675664) with  [11383 Hz]   ETA 00:02:21         
RooUtil:: \|....................| 3.8 % (63757/1675664) with  [11392 Hz]   ETA 00:02:21         
RooUtil:: ||....................| 3.8 % (63813/1675664) with  [11400 Hz]   ETA 00:02:21         
RooUtil:: /|....................| 3.8 % (63869/1675664) with  [11407 Hz]   ETA 00:02:21         
RooUtil:: -|....................| 3.8 % (63897/1675664) with  [11409 Hz]   ETA 00:02:21         
RooUtil:: \|....................| 3.9 % (66179/1675664) with  [11557 Hz]   ETA 00:02:19         
RooUtil:: ||....................| 4.0 % (67049/1675664) with  [11682 Hz]   ETA 00:02:17         
RooUtil:: /|....................| 4.0 % (67774/1675664) with  [11675 Hz]   ETA 00:02:17         
RooUtil:: -|....................| 4.2 % (70081/1675664) with  [11907 Hz]   ETA 00:02:14         
RooUtil:: \|....................| 4.3 % (71461/1675664) with  [12006 Hz]   ETA 00:02:13         
RooUtil:: ||....................| 4.3 % (72061/1675664) with  [11995 Hz]   ETA 00:02:13         
RooUtil:: /|....................| 4.4 % (74401/1675664) with  [12285 Hz]   ETA 00:02:10         
RooUtil:: -|....................| 4.5 % (76199/1675664) with  [12364 Hz]   ETA 00:02:09         
RooUtil:: \|....................| 4.6 % (76664/1675664) with  [12399 Hz]   ETA 00:02:08         
RooUtil:: ||....................| 4.6 % (76881/1675664) with  [12426 Hz]   ETA 00:02:08         
RooUtil:: /|....................| 4.6 % (77067/1675664) with  [12451 Hz]   ETA 00:02:08         
RooUtil:: -|....................| 4.6 % (77222/1675664) with  [12472 Hz]   ETA 00:02:08         
RooUtil:: \|....................| 4.6 % (77346/1675664) with  [12488 Hz]   ETA 00:02:07         
RooUtil:: ||....................| 4.6 % (77439/1675664) with  [12501 Hz]   ETA 00:02:07         
RooUtil:: /|....................| 4.6 % (77532/1675664) with  [12513 Hz]   ETA 00:02:07         
RooUtil:: -|....................| 4.6 % (77594/1675664) with  [12521 Hz]   ETA 00:02:07         
RooUtil:: \|....................| 4.6 % (77656/1675664) with  [12527 Hz]   ETA 00:02:07         
RooUtil:: ||....................| 4.6 % (77687/1675664) with  [12531 Hz]   ETA 00:02:07         
RooUtil:: /|....................| 4.6 % (77718/1675664) with  [12535 Hz]   ETA 00:02:07         
RooUtil:: -|....................| 4.6 % (77749/1675664) with  [12539 Hz]   ETA 00:02:07         
RooUtil:: \|....................| 4.8 % (80257/1675664) with  [12697 Hz]   ETA 00:02:05         
RooUtil:: ||....................| 4.9 % (81281/1675664) with  [12793 Hz]   ETA 00:02:04         
RooUtil:: /|....................| 4.9 % (81889/1675664) with  [12868 Hz]   ETA 00:02:03         
RooUtil:: -|....................| 4.9 % (82369/1675664) with  [12928 Hz]   ETA 00:02:03         
RooUtil:: \|....................| 4.9 % (82753/1675664) with  [12900 Hz]   ETA 00:02:03         
RooUtil:: ||=...................| 5.1 % (85174/1675664) with  [13114 Hz]   ETA 00:02:01         
RooUtil:: /|=...................| 5.2 % (86560/1675664) with  [13165 Hz]   ETA 00:02:00         
RooUtil:: -|=...................| 5.2 % (86923/1675664) with  [13210 Hz]   ETA 00:02:00         
RooUtil:: \|=...................| 5.2 % (87220/1675664) with  [13247 Hz]   ETA 00:01:59         
RooUtil:: ||=...................| 5.2 % (87451/1675664) with  [13273 Hz]   ETA 00:01:59         
RooUtil:: /|=...................| 5.2 % (87616/1675664) with  [13240 Hz]   ETA 00:01:59         
RooUtil:: -|=...................| 5.4 % (90067/1675664) with  [13415 Hz]   ETA 00:01:58         
RooUtil:: \|=...................| 5.4 % (91257/1675664) with  [13516 Hz]   ETA 00:01:57         
RooUtil:: ||=...................| 5.5 % (91937/1675664) with  [13535 Hz]   ETA 00:01:57         
RooUtil:: /|=...................| 5.5 % (92073/1675664) with  [13549 Hz]   ETA 00:01:56         
RooUtil:: -|=...................| 5.5 % (92141/1675664) with  [13558 Hz]   ETA 00:01:56         
RooUtil:: \|=...................| 5.5 % (92209/1675664) with  [13566 Hz]   ETA 00:01:56         
RooUtil:: ||=...................| 5.5 % (92277/1675664) with  [13574 Hz]   ETA 00:01:56         
RooUtil:: /|=...................| 5.5 % (92311/1675664) with  [13578 Hz]   ETA 00:01:56         
RooUtil:: -|=...................| 5.5 % (92345/1675664) with  [13582 Hz]   ETA 00:01:56         
RooUtil:: \|=...................| 5.5 % (92379/1675664) with  [13586 Hz]   ETA 00:01:56         
RooUtil:: ||=...................| 5.5 % (92413/1675664) with  [13564 Hz]   ETA 00:01:56         
RooUtil:: /|=...................| 5.7 % (94956/1675664) with  [13754 Hz]   ETA 00:01:54         
RooUtil:: -|=...................| 5.7 % (96286/1675664) with  [13837 Hz]   ETA 00:01:54         
RooUtil:: \|=...................| 5.8 % (96881/1675664) with  [13901 Hz]   ETA 00:01:53         
RooUtil:: ||=...................| 5.8 % (97336/1675664) with  [13899 Hz]   ETA 00:01:53         
RooUtil:: /|=...................| 6.0 % (100081/1675664) with  [14068 Hz]   ETA 00:01:51         
RooUtil:: -|=...................| 6.0 % (101305/1675664) with  [14120 Hz]   ETA 00:01:51         
RooUtil:: \|=...................| 6.1 % (101701/1675664) with  [14136 Hz]   ETA 00:01:51         
RooUtil:: ||=...................| 6.1 % (101809/1675664) with  [14148 Hz]   ETA 00:01:51         
RooUtil:: /|=...................| 6.1 % (101881/1675664) with  [14156 Hz]   ETA 00:01:51         
RooUtil:: -|=...................| 6.1 % (101953/1675664) with  [14164 Hz]   ETA 00:01:51         
RooUtil:: \|=...................| 6.1 % (101989/1675664) with  [14168 Hz]   ETA 00:01:51         
RooUtil:: ||=...................| 6.1 % (102025/1675664) with  [14172 Hz]   ETA 00:01:51         
RooUtil:: /|=...................| 6.1 % (102061/1675664) with  [14176 Hz]   ETA 00:01:51         
RooUtil:: -|=...................| 6.1 % (102097/1675664) with  [14180 Hz]   ETA 00:01:50         
RooUtil:: \|=...................| 6.1 % (102133/1675664) with  [14184 Hz]   ETA 00:01:50         
RooUtil:: ||=...................| 6.3 % (104970/1675664) with  [14325 Hz]   ETA 00:01:49         
RooUtil:: /|=...................| 6.3 % (106043/1675664) with  [14441 Hz]   ETA 00:01:48         
RooUtil:: -|=...................| 6.4 % (106894/1675664) with  [14499 Hz]   ETA 00:01:48         
RooUtil:: \|=...................| 6.4 % (107301/1675664) with  [14480 Hz]   ETA 00:01:48         
RooUtil:: ||=...................| 6.6 % (110087/1675664) with  [14674 Hz]   ETA 00:01:46         
RooUtil:: /|=...................| 6.7 % (111531/1675664) with  [14723 Hz]   ETA 00:01:46         
RooUtil:: -|=...................| 6.7 % (111911/1675664) with  [14764 Hz]   ETA 00:01:45         
RooUtil:: \|=...................| 6.7 % (112215/1675664) with  [14767 Hz]   ETA 00:01:45         
RooUtil:: ||=...................| 6.7 % (112253/1675664) with  [14771 Hz]   ETA 00:01:45         
RooUtil:: /|=...................| 6.7 % (112291/1675664) with  [14772 Hz]   ETA 00:01:45         
RooUtil:: -|=...................| 6.9 % (115246/1675664) with  [14938 Hz]   ETA 00:01:44         
RooUtil:: \|=...................| 7.0 % (116533/1675664) with  [14966 Hz]   ETA 00:01:44         
RooUtil:: ||=...................| 7.0 % (116767/1675664) with  [14990 Hz]   ETA 00:01:43         
RooUtil:: /|=...................| 7.0 % (116962/1675664) with  [15011 Hz]   ETA 00:01:43         
RooUtil:: -|=...................| 7.0 % (117118/1675664) with  [15024 Hz]   ETA 00:01:43         
RooUtil:: \|=...................| 7.0 % (117196/1675664) with  [15033 Hz]   ETA 00:01:43         
RooUtil:: ||=...................| 7.0 % (117274/1675664) with  [15040 Hz]   ETA 00:01:43         
RooUtil:: /|=...................| 7.0 % (117352/1675664) with  [15049 Hz]   ETA 00:01:43         
RooUtil:: -|=...................| 7.0 % (117391/1675664) with  [15053 Hz]   ETA 00:01:43         
RooUtil:: \|=...................| 7.0 % (117430/1675664) with  [15057 Hz]   ETA 00:01:43         
RooUtil:: ||=...................| 7.0 % (117469/1675664) with  [15061 Hz]   ETA 00:01:43         
RooUtil:: /|=...................| 7.0 % (117508/1675664) with  [15065 Hz]   ETA 00:01:43         
RooUtil:: -|=...................| 7.0 % (117547/1675664) with  [15069 Hz]   ETA 00:01:43         
RooUtil:: \|=...................| 7.2 % (120561/1675664) with  [15207 Hz]   ETA 00:01:42         
RooUtil:: ||=...................| 7.3 % (121681/1675664) with  [15315 Hz]   ETA 00:01:41         
RooUtil:: /|=...................| 7.3 % (122561/1675664) with  [15238 Hz]   ETA 00:01:41         
RooUtil:: -|=...................| 7.5 % (124969/1675664) with  [15452 Hz]   ETA 00:01:40         
RooUtil:: \|=...................| 7.6 % (126732/1675664) with  [15491 Hz]   ETA 00:01:39         
RooUtil:: ||=...................| 7.6 % (127060/1675664) with  [15524 Hz]   ETA 00:01:39         
RooUtil:: /|=...................| 7.6 % (127306/1675664) with  [15521 Hz]   ETA 00:01:39         
RooUtil:: -|=...................| 7.8 % (130411/1675664) with  [15706 Hz]   ETA 00:01:38         
RooUtil:: \|=...................| 7.9 % (131965/1675664) with  [15770 Hz]   ETA 00:01:37         
RooUtil:: ||=...................| 7.9 % (132511/1675664) with  [15819 Hz]   ETA 00:01:37         
RooUtil:: /|=...................| 7.9 % (132889/1675664) with  [15847 Hz]   ETA 00:01:37         
RooUtil:: -|=...................| 7.9 % (133141/1675664) with  [15868 Hz]   ETA 00:01:37         
RooUtil:: \|=...................| 8.0 % (133309/1675664) with  [15883 Hz]   ETA 00:01:37         
RooUtil:: ||=...................| 8.0 % (133435/1675664) with  [15865 Hz]   ETA 00:01:37         
RooUtil:: /|=...................| 8.1 % (136483/1675664) with  [15995 Hz]   ETA 00:01:36         
RooUtil:: -|=...................| 8.2 % (137601/1675664) with  [16025 Hz]   ETA 00:01:35         
RooUtil:: \|=...................| 8.2 % (137859/1675664) with  [16038 Hz]   ETA 00:01:35         
RooUtil:: ||=...................| 8.2 % (137945/1675664) with  [16046 Hz]   ETA 00:01:35         
RooUtil:: /|=...................| 8.2 % (138031/1675664) with  [16054 Hz]   ETA 00:01:35         
RooUtil:: -|=...................| 8.2 % (138074/1675664) with  [16058 Hz]   ETA 00:01:35         
RooUtil:: \|=...................| 8.2 % (138117/1675664) with  [16062 Hz]   ETA 00:01:35         
RooUtil:: ||=...................| 8.2 % (138160/1675664) with  [16066 Hz]   ETA 00:01:35         
RooUtil:: /|=...................| 8.2 % (138203/1675664) with  [16070 Hz]   ETA 00:01:35         
RooUtil:: -|=...................| 8.3 % (138246/1675664) with  [16073 Hz]   ETA 00:01:35         
RooUtil:: \|=...................| 8.4 % (141461/1675664) with  [16187 Hz]   ETA 00:01:34         
RooUtil:: ||=...................| 8.5 % (142473/1675664) with  [16218 Hz]   ETA 00:01:34         
RooUtil:: /|=...................| 8.5 % (142737/1675664) with  [16240 Hz]   ETA 00:01:34         
RooUtil:: -|=...................| 8.5 % (142957/1675664) with  [16250 Hz]   ETA 00:01:34         
RooUtil:: \|=...................| 8.5 % (143045/1675664) with  [16258 Hz]   ETA 00:01:34         
RooUtil:: ||=...................| 8.5 % (143089/1675664) with  [16262 Hz]   ETA 00:01:34         
RooUtil:: /|=...................| 8.5 % (143133/1675664) with  [16242 Hz]   ETA 00:01:34         
RooUtil:: -|=...................| 8.7 % (146206/1675664) with  [16349 Hz]   ETA 00:01:33         
RooUtil:: \|=...................| 8.8 % (147151/1675664) with  [16429 Hz]   ETA 00:01:33         
RooUtil:: ||=...................| 8.8 % (147871/1675664) with  [16463 Hz]   ETA 00:01:32         
RooUtil:: /|=...................| 8.8 % (148186/1675664) with  [16454 Hz]   ETA 00:01:32         
RooUtil:: -|=...................| 9.0 % (151387/1675664) with  [16607 Hz]   ETA 00:01:31         
RooUtil:: \|=...................| 9.1 % (152813/1675664) with  [16637 Hz]   ETA 00:01:31         
RooUtil:: ||=...................| 9.1 % (153089/1675664) with  [16660 Hz]   ETA 00:01:31         
RooUtil:: /|=...................| 9.1 % (153319/1675664) with  [16669 Hz]   ETA 00:01:31         
RooUtil:: -|=...................| 9.2 % (153365/1675664) with  [16673 Hz]   ETA 00:01:31         
RooUtil:: \|=...................| 9.2 % (153411/1675664) with  [16677 Hz]   ETA 00:01:31         
RooUtil:: ||=...................| 9.2 % (153457/1675664) with  [16681 Hz]   ETA 00:01:31         
RooUtil:: /|=...................| 9.2 % (153503/1675664) with  [16685 Hz]   ETA 00:01:31         
RooUtil:: -|=...................| 9.2 % (153549/1675664) with  [16689 Hz]   ETA 00:01:31         
RooUtil:: \|=...................| 9.4 % (156887/1675664) with  [16810 Hz]   ETA 00:01:30         
RooUtil:: ||=...................| 9.4 % (158062/1675664) with  [16829 Hz]   ETA 00:01:30         
RooUtil:: /|=...................| 9.4 % (158203/1675664) with  [16840 Hz]   ETA 00:01:30         
RooUtil:: -|=...................| 9.4 % (158344/1675664) with  [16844 Hz]   ETA 00:01:30         
RooUtil:: \|=...................| 9.7 % (161713/1675664) with  [16998 Hz]   ETA 00:01:29         
RooUtil:: ||=...................| 9.7 % (163201/1675664) with  [17032 Hz]   ETA 00:01:28         
RooUtil:: /|=...................| 9.8 % (163537/1675664) with  [17012 Hz]   ETA 00:01:28         
RooUtil:: -|=...................| 10.0 % (166748/1675664) with  [17137 Hz]   ETA 00:01:28         
RooUtil:: \|==..................| 10.0 % (167973/1675664) with  [17196 Hz]   ETA 00:01:27         
RooUtil:: ||==..................| 10.1 % (168561/1675664) with  [17212 Hz]   ETA 00:01:27         
RooUtil:: /|==..................| 10.1 % (168708/1675664) with  [17223 Hz]   ETA 00:01:27         
RooUtil:: -|==..................| 10.1 % (168806/1675664) with  [17231 Hz]   ETA 00:01:27         
RooUtil:: \|==..................| 10.1 % (168904/1675664) with  [17239 Hz]   ETA 00:01:27         
RooUtil:: ||==..................| 10.1 % (168953/1675664) with  [17243 Hz]   ETA 00:01:27         
RooUtil:: /|==..................| 10.1 % (169002/1675664) with  [17247 Hz]   ETA 00:01:27         
RooUtil:: -|==..................| 10.1 % (169051/1675664) with  [17251 Hz]   ETA 00:01:27         
RooUtil:: \|==..................| 10.1 % (169100/1675664) with  [17254 Hz]   ETA 00:01:27         
RooUtil:: ||==..................| 10.3 % (172551/1675664) with  [17376 Hz]   ETA 00:01:26         
RooUtil:: /|==..................| 10.4 % (173801/1675664) with  [17369 Hz]   ETA 00:01:26         
RooUtil:: -|==..................| 10.6 % (177175/1675664) with  [17527 Hz]   ETA 00:01:25         
RooUtil:: \|==..................| 10.7 % (178807/1675664) with  [17525 Hz]   ETA 00:01:25         
RooUtil:: ||==..................| 10.9 % (182313/1675664) with  [17694 Hz]   ETA 00:01:24         
RooUtil:: /|==..................| 11.0 % (184029/1675664) with  [17670 Hz]   ETA 00:01:24         
RooUtil:: -|==..................| 11.2 % (187356/1675664) with  [17770 Hz]   ETA 00:01:23         
RooUtil:: \|==..................| 11.2 % (188416/1675664) with  [17816 Hz]   ETA 00:01:23         
